title,authors,journal_info,abstract,pmid,search_query
Effects of social context information on neural face processing in youth with social anxiety disorder.,"Rauschenbach Anna-Lina, Hauffe Vera, Fink-Lamotte Jakob, Tuschen-Caffier Brunna, Schmitz Julian","Journal of child psychology and psychiatry, and allied disciplines (2025)","Social anxiety disorder (SAD) in youth is associated with significant psychosocial impairments; however, the cognitive and neural mechanisms that maintain it, particularly during childhood and adolescence, remain underexplored. Cognitive models emphasize the role of altered face processing, and neutral facial expressions may be perceived as threatening. Due to their ambiguous nature, contextual cues may play a particularly important role in interpretation.",40757613,Social Anxiety Disorder
"Predictors of Sleep Quality Among Emerging Adults in India: Exploring the Role of FoMO, Nomophobia and Evening Chronotype.","Basu Sabornee Karmakar, Sharma Payal, Singh Ashi, Makhija Diya, Raghu Pavana et al.",Annals of neurosciences (2025),"The increasing integration of mobile technology into daily life has raised concerns about its effects on sleep quality and mental health, particularly among emerging adults. The interplay between evening chronotype, nomophobia (no mobile phone phobia), and FoMO is crucial to understanding these impacts, especially in the digital age. The current study investigated whether nomophobia mediates the relationship between evening chronotype and sleep quality and between chronotype and FoMO with sleep quality in emerging adults.",40756592,Social Anxiety Disorder
Prediction of Speech Impairment in Patients Treated for Oral or Oropharyngeal Cancer Using Automatic Speech Analysis.,"Balaguer Mathieu, Pinquier Julien, Farinas Jérôme, Woisard Virginie",International journal of language & communication disorders (2025),Perceptual evaluation of speech disorders produces scores that poorly predict the consequences of speech impairment on the communication abilities of patients treated for oral/oropharyngeal cancer. This may be mitigated by automatic speech analysis.,40755165,Social Anxiety Disorder
Outcomes of specialist physiotherapy for functional motor disorder: the Physio4FMD RCT.,"Nielsen Glenn, Marston Louise, Hunter Rachael Maree, Carson Alan, Goldstein Laura H et al.","Health technology assessment (Winchester, England) (2025)","Functional motor disorder often causes persistent disabling symptoms that are associated with high healthcare costs. In recent years, specialist physiotherapy, informed by an understanding of functional motor disorder, has emerged as a promising treatment, but there is an absence of evidence of its effectiveness from large randomised controlled trials.",40754987,Social Anxiety Disorder
Exploring the vital role of lactation support providers in recognizing maternal mental health symptoms.,"Shklarski Liat, Ner Doreen, Leopold Jennifer",Midwifery (2025),"Lactation support providers (LSPs) primarily focus on breastfeeding assistance, yet they frequently interact with new mothers during a critical period for maternal mental health. Despite this opportunity, it is unclear whether LSPs are equipped to identify and refer mothers experiencing perinatal mood and anxiety disorders (PMADs), potentially leaving mental health concerns unaddressed.",40753894,Social Anxiety Disorder
Behavioral experiments vs. verbal interventions in cognitive therapy for social anxiety disorder: A randomized controlled trial.,"Yilmaz Cem, Nemani Arwin, Schittenhelm Jan, Clark David M, Thew Graham et al.",Behaviour research and therapy (2025),"The efficacy of cognitive therapy (CT) for social anxiety disorder (SAD) is well documented, although effect sizes (ES) vary significantly across studies. These variations may be attributable to differences in the active components of the treatments. A key component potentially influencing outcomes is the use of behavioral experiments (BEs), as opposed to purely verbal interventions (VIs) for changing social anxiety related negative beliefs. The present trial compared the effectiveness of CT incorporating behavioral experiments (CT-BE) with that of CT focusing more exclusively on verbal interventions (CT-VI). We hypothesized that CT-BE would lead to greater reductions in social anxiety symptoms.",40753820,Social Anxiety Disorder
Sleep quality in older adults with cognitive frailty: current status and influencing factors.,"He Mei, Yuan XiaoLi, Zhao XiaoLing, Liang Heting, Long Yuhong et al.",BMC geriatrics (2025),"To explore the current situation of sleep quality and its influencing factors among older adults with cognitive frailty, so as to provide a scientific basis for improving the sleep status of this group.",40753378,Social Anxiety Disorder
Autism-like phenotype across the lifespan of Shank3B-mutant mice of both sexes.,"Szabó Jakub, Filo Johan, Démuthová Rebeka, Renczés Emese, Borbélyová Veronika et al.",Journal of neurodevelopmental disorders (2025),"High heritability (80-90%) of the autism spectrum disorder (ASD) and sex-biased incidence (3-4 times more boys than girls) suggest the roles of genetic predisposition and sex in the etiopathogenesis of the disorder. As ASD is commonly diagnosed in early childhood, most of the research is focused on children, yet animal research predominantly uses adult-aged animals. The effect of aging on the core and secondary ASD symptomatology is understudied, both in patients and animal models of ASD.",40753218,Social Anxiety Disorder
Interest in contingency management and reducing stimulant use among syringe service program participants.,"Erath Tyler G, LaCroix Rosalie, O'Keefe Erin, Desarno Michael, Higgins Stephen T et al.",Journal of substance use and addiction treatment (2025),Expanding access to effective treatment for stimulant use disorder (StimUD) is increasingly urgent as US fatal drug poisonings involving stimulants have rapidly increased. Limited information is available regarding interest in StimUD treatment among syringe service program (SSP) participants including interest in contingency management (CM).,40752836,Social Anxiety Disorder
"An examination of the relationship between psychopathology and the sociodemographic, clinical, and abuse characteristics in children who have experienced sexual abuse.","Turan Ömer, Altin İsmail, Erdim Neşe Kavruk, Bikmazer Alperen",Child abuse & neglect (2025),"Sexual abuse in children can have significant long-term psychiatric consequences. The type of abuse (penetrative vs. non-penetrative) and the relationship to the perpetrator, including incest, may influence these outcomes.",40752405,Social Anxiety Disorder
Assessing executive functioning in individuals with social anxiety disorder (SAD) across the lifespan: A systematic literature review and meta-analysis.,"Harrison Alexandra A, Nguyen Lan, Murphy Karen, Neumann David",Journal of anxiety disorders (2025),"Social anxiety disorder is a pervasive clinical disorder characterised by intense fear and/or avoidance of one or more social situations, and has been linked to deficits in executive functioning performance. However, methodological differences and mixed results have made it difficult to draw definitive conclusions from individual studies. The current systematic review and meta-analysis collated the results from 49 studies to examine the link between social anxiety disorder and executive functioning across the lifespan. Findings revealed that individuals with social anxiety performed significantly worse than healthy controls or low social anxiety groups on measures of executive functioning (r = -.15), specifically cognitive flexibility (r = -.20), inhibitory control (r = -.18), and global executive functioning (r = -.17). No significant association was evident between working memory and social anxiety (r = -.06). In addition, the type of measure (self-report vs cognitive task) moderated the relationship between social anxiety and executive functioning. Although age did not moderate the overall relationship, the association between the individual domains of executive functioning and social anxiety differed between youth and adults, which may reflect the different developmental timelines between the domains across the lifespan. The findings offer valuable insight into our understanding of the development of executive functions for individuals with social anxiety and could assist with forming new strategies or interventions to improve daily functioning in this clinical population.",40752129,Social Anxiety Disorder
"Evidence of Disrupted Hippocampal Gray- and White-Matter Development in Adolescent Anxiety Disorders, Independent From Early-Life Stress.","Pedroza-Sotelo Karina, Schwarb Hillary, Auerbach Randy P, Ghosh Satrajit S, Henin Aude et al.",Hippocampus (2025),"Early-life stress and depression among youths are linked to hippocampal gray- and white-matter alterations. Less is known about hippocampal alterations in adolescent anxiety disorders (Anx) or the role that stress or comorbid depressive disorders (Anx + Dep) might play. Here, structural- and diffusion-MRI along with early-life stress-exposure reports were acquired from 197 adolescents (13.58-17.00 years) with Anx, Anx + Dep, and those without (Controls). A normative model externally validated on a large, healthy sample revealed that Anx were more likely than Controls and Anx + Dep to exhibit undersized hippocampal gray-matter volumes for their ages. Volume reductions among Anx were further localized to subfield CA1. No significant gray-matter differences were observed between Anx + Dep and Controls. Standardized probabilistic tractography in hippocampal white-matter pathways demonstrated that, relative to Controls, Anx and Anx + Dep exhibited lower fractional anisotropy specifically in the cingulum-temporal branch. All effects were specific to hippocampal structures. Group differences were not accounted for by early-life stress exposures, despite Anx and Anx + Dep reporting more than Controls. Findings indicated that gray-matter expansion, principally within CA1, may be disrupted among adolescents with anxiety disorders, but not those with comorbid depression. The progressive strengthening of hippocampal-cortical circuits occurring during adolescence may also be disrupted in adolescents with anxiety disorders, regardless of depression.",40751564,Social Anxiety Disorder
"Spanish version of the brief Eating Disorder Examination Questionnaire (EDE-Q7): psychometric properties, dimensional structure, and sex invariance in a Spanish adult sample.","Peláez-Fernández María Angeles, Sánchez-Álvarez Nicolás, Mills Jennifer S, Extremera Natalio",Journal of eating disorders (2025),"The Eating Disorder Examination Questionnaire (EDE-Q) is a widely used measure for eating disorders. Research on the shorter 7-item 3-factor version of the scale (EDE-Q7) supports the validity of that brief measure. Moreover, EDE-Q7 may be especially useful in large epidemiological investigations and clinical contexts because of its shorter length. The current study examined the psychometric properties and factor structure of the Spanish language version of the EDE-Q7 in a sample of Spanish adults.",40750911,Social Anxiety Disorder
Easing the burden: a pilot study on the impact of mindfulness on the mental health of Brazilian medical students.,"Neves Vinicius Vieira, Dos Santos Daniel Teixeira, Demarzo Marcelo, Antico Lia, Meirelles Cynthia de Almeida Brandão et al.",BMC medical education (2025),"Mental health disorders, such as anxiety and depression, are more prevalent in medical students than in the general population. Mindfulness-based interventions (MBIs) have shown evidence of effectiveness in treating these conditions. However, findings among medical students are mixed, particularly in Brazilian samples. This study aims to evaluate the feasibility and preliminary effects of the Mindfulness-Based Health Promotion (MBHP) program on perceived stress, mindfulness, and symptoms of anxiety and depression in Brazilian medical students.",40750882,Social Anxiety Disorder
Understanding Duchenne muscular dystrophy-associated brain pathology.,"Verhaeg Minou A T, Govaarts Rosanne, van Putten Maaike",Disease models & mechanisms (2025),"The most common neuromuscular disorder, Duchenne muscular dystrophy (DMD), is caused by mutations in the DMD gene, resulting in a lack of dystrophin. In addition to severe and progressive muscle wasting, a subset of individuals with DMD experience, to largely varying extents, behavioural and cognitive deficits, including a lower IQ, and neurological comorbidities, such as autism spectrum disorder, obsessive compulsive disorder and attention deficit hyperactivity disorder. Neuroimaging studies in individuals with DMD have identified widespread pathology, including structural, physiological and connective alterations. DMD mouse models exhibit a number of DMD-associated behavioural traits, including anxiety, social deficits and learning disabilities, and have been used to investigate DMD brain pathology. Although there are currently no therapies to treat DMD brain pathology, genetic approaches are being developed to restore dystrophin expression. In particular, the exon skipping approach shows promise in ameliorating certain DMD-associated behavioural deficits in preclinical settings. However, the therapeutic potential of postnatal restoration of dystrophin isoforms involved in neurodevelopment is unknown. Furthermore, challenges such as low dystrophin restoration efficacy and translatability from DMD mouse models to the clinic remain to be addressed.",40747772,Social Anxiety Disorder
Associations Between Having a Spouse/Partner with Alcohol Problems and One's Own Risk of Mental Health and Substance Use Disorders by Sexual Orientation.,"Kcomt Luisa, Evans-Polce Rebecca J, Engstrom Curtiss W, Dean Frances, Hoak Sebastian et al.",Substance use & misuse (2025),The association between an individual's alcohol misuse and their spouse's/partner's behavioral health is well documented. Whether these associations vary by sexual orientation is unknown.,40747587,Social Anxiety Disorder
"Resilience, Coping Strategies, and Trauma-Related Symptoms in the Mexican Population Diagnosed With Obsessive-Compulsive Disorder.","Brueggerhoff-Batel Carla, Lóyzaga-Mendoza Cristina, Guzmán-González Héctor",Cureus (2025),"Obsessive-compulsive disorder (OCD) is characterized by the presence of obsessions and compulsions, which are performed in an attempt to alleviate anxiety. It is imperative to identify additional factors that may influence symptom severity and treatment efficacy. This study aims to evaluate the relationship among resilience, coping strategies, and trauma with the severity of symptoms in the Mexican population diagnosed with OCD.",40747165,Social Anxiety Disorder
Social anxiety disorder and antibodies against glial cells in the cerebrospinal fluid.,"Weiser Judith, Rau Alexander, von Zedtwitz Katharina, Feige Bernd, Nickel Kathrin et al.","Brain, behavior, & immunity - health (2025)",Autoimmune social anxiety disorders have not yet been described in the literature.,40746968,Social Anxiety Disorder
Profiling of research domain criteria-based behaviors following single prolonged stress in male C57BL/6J mice.,"O'Hara Krysten P, King Savanna M, Penrod Rachel D, Rinker Jennifer A, Mulholland Patrick J","Stress (Amsterdam, Netherlands) (2025)","Post-traumatic stress disorder (PTSD) affects approximately one in 11 people throughout their lifetime yet current treatment options, such as behavioral therapies or pharmaceuticals, suffer from low medical adherence and often fail to fully address all the symptoms. Therefore, it is necessary to better understand maladaptive behaviors in PTSD to guide new treatments. Single-prolonged stress (SPS) is a rodent model of stress that parallels certain human neurophysiological and neurobehavioral changes occurring in PTSD. SPS is a single-day sequential stressor exposure-restraint stress, group forced swim, predator odor exposure, and isoflurane until loss of consciousness-followed by 7 days of stress incubation. Here, we investigated multiple cohorts of male C57BL/6J mice early after SPS and stress incubation (8-10 days) on behavioral tasks (elevated plus maze (EPM), three-chamber sociability, cost-benefit conflict (CBC), home cage behavior, scent avoidance and defensive burying tasks) that test multiple PTSD-related symptoms. Behavioral assessment included efforts to replicate published findings (i.e., EPM) and introducing newer tasks (i.e., CBC) that have not yet been tested in the SPS mouse model. While most of these tasks and standardized metrics failed to capture behavioral differences in SPS-treated male C57BL/6J mice, we did observe deficits in social novelty preference in the stressed mice. These studies add to a growing literature on inconsistencies in behavioral outcomes produced by the mouse SPS paradigm that could be potentially explained by mouse strain or procedural differences. Overall, this study demonstrated that behavior in male C57BL/6J mice were not affected after SPS apart from social novelty preference.",40745687,Social Anxiety Disorder
Prevalence and correlates of prolonged grief disorder symptom severity in a large sample of Italian adults.,"Musetti Alessandro, Franceschini Christian, Quattropani Maria C, Prigerson Holly G, Lenzo Vittorio",BJPsych open (2025),"Literature has shown that a significant minority of bereaved people are at risk of prolonged grief disorder (PGD). However, studies on its prevalence and correlates within Italian samples remain scarce.",40744471,Social Anxiety Disorder
Emotion regulation and high social anxiety: spontaneous and instructed use of cognitive reappraisal to regulate anger.,"Tsekova Virginia, Gharehgazlou Avideh, Koerner Naomi, Antony Martin M","Anxiety, stress, and coping (2025)",Individuals with Social Anxiety Disorder and those high in social anxiety (HSA) experience greater anger difficulties compared to those with low social anxiety (LSA).,40744440,Social Anxiety Disorder
Leveraging Large Language Models for Simulated Psychotherapy Client Interactions: Development and Usability Study of Client101.,"Cabrera Lozoya Daniel, Conway Mike, Sebastiano De Duro Edoardo, D'Alfonso Simon",JMIR medical education (2025),"In recent years, large language models (LLMs) have shown a remarkable ability to generate human-like text. One potential application of this capability is using LLMs to simulate clients in a mental health context. This research presents the development and evaluation of Client101, a web conversational platform featuring LLM-driven chatbots designed to simulate mental health clients.",40743466,Social Anxiety Disorder
"Patient related factors associated with antiretroviral therapy defaulting among the youth accessing HIV care services in Mzimba, Malawi.","Kasalu Paul Isaac, Lazaro Matthews, Chilinda Idesi",PLOS global public health (2025),"Antiretroviral therapy (ART) defaulting is a serious problem among youth accessing Human immunodeficiency virus (HIV) care services in Malawi. It leads to development of drug resistance, treatment failure and increased client mortality. This study aimed at assessing patient factors influencing ART defaulting amongst youth living with HIV enrolled on ART in Mzimba District. A quantitative, case-control design was employed, enrolling 411 youths living with HIV (n = 137 cases and n = 274 controls) attending an HIV care clinic. The cases and controls were allotted to the ART clinics proportionally to their number of ART clients. Random sampling techniques were used to recruit both ART defaulters and non-defaulters. Data were collected using a structured questionnaire and analyzed using Statistical Package for Social Sciences (SPSS) version 20.0. Descriptive statistics provided counts, frequencies, proportions, and ranges, while inferential statistics established associations between dependent and independent variables. Patient related factors associated with ART defaulting include: Participants age (p-value: 0.046, Cramer's V: 0.2, OR: 0.663, 95% CI: 0.439-0.902), forgetting appointment date (p-value: < 0.001, OR: 4.213, 95% CL: 2.289-7.755), experiencing ART side effects (p-value: < 0.001, OR: 0.438, 95% CL: 0.286-0.672), taking other drugs apart from ART (p-value 0.008, OR: 0.059, 95% CL: 0.007-0.479). ART defaulting was also associated with presence of a psychological disorder among the participants (SRQ statement 7_8) (p-value <0.001, OR: 22.119, 95% CL: 10.81-45.26) and having suicidal ideas (p-value <0.001, OR: 0.111, 95%CL: 0.051-0.241). Seventeen percent (17%) of the youths had psychological disorders, 10% suicidal thoughts, 20.0% anxiety, 12.4% felt worthless, 19.2% troubled mind, 24.8% headache and abdominal discomfort (23.8%). This study sought to identify patient factors associated with ART defaulting in Mzimba district. Participant's age, forgetfulness, ART side effects, taking other drugs and having psychological disorders influence ART defaulting. We recommend that addressing these patient needs, may reduce defaulting to ART.",40743278,Social Anxiety Disorder
Mental Health Status of Caregivers of Children with ASD in Mainland China: The Impact of Stigma and Social Support in the Post-COVID-19 Era.,"Chen Zile, Xu Xiaoxuan, Tian Jinlai",Journal of autism and developmental disorders (2025),"Caregivers of children with Autism Spectrum Disorder (ASD) often face significant psychological distress due to stigma, which impacts their mental health and life satisfaction. However, the specific effects of courtesy stigma, vicarious stigma, and affiliate stigma, along with the role of social support, remain underexplored. This study aims to examine the relationships among different types of stigma, social support, mental health (anxiety and depression), and life satisfaction among caregivers in mainland China. A cross-sectional survey was conducted among 123 caregivers of children with ASD from two cities in mainland China. Participants completed validated scales assessing stigma perception, social support, anxiety, depression, and life satisfaction. Correlation analysis, multiple regression analysis, and Bootstrap mediation analysis were employed to test the hypothesized relationships. All three types of stigma were positively associated with anxiety and depression, and negatively associated with life satisfaction. Social support significantly buffered the adverse effects of stigma and partially mediated the relationship between stigma and caregivers' well-being. Moreover, social support played a protective role in mitigating the psychological distress caused by stigma, though it could not eliminate its adverse effects. These findings highlight the pressing need for more effective social support systems, increased public awareness, and early interventions to reduce stigma-related distress. Enhancing support for caregivers of children with ASD is essential for improving their mental health and overall life satisfaction.",40742677,Social Anxiety Disorder
Do You Like Me? Differences in Learning Social Cues in Adolescents with Developmental Language Disorder (DLD).,"Forrest Claire L, Gibson Jenny L, Button Katherine S, Halligan Sarah L, St Clair Michelle C",Journal of autism and developmental disorders (2025),"The pathways to the documented increased social and emotional difficulties in individuals with Developmental Language Disorder (DLD) are unclear. We explored whether differences in social evaluation could account for social and emotional difficulties in adolescents with DLD using a computerized social evaluation task. Twenty-four adolescents with DLD were matched with twenty-six adolescents with typical language development (TLD) (Mage = 13.5 years, SE = 2.38; n = 18 female). They completed the Social Evaluation Learning Task (SELT; Button et al., 2015) which measures how quickly people learn the computer likes or dislikes either them or someone else. Adolescents and parents reported social and emotional functioning. Adolescents with DLD had poorer social understanding, in that they took longer to learn that the computer disliked them. They learned similarly to their TLD when the computer liked them and someone else. Adolescents with DLD also had higher self-reported anxiety and more parent reported emotional and peer problems; however, there was no mediational effect of social evaluation on socioemotional difficulties. This study demonstrates that adolescent with DLD have specific difficulties in interpreting cues that they are disliked by others but are just as good at understanding when they are liked. The differences seen in their social evaluation skills did not account for their increased socioemotional difficulties. This social evaluation bias might explain previous findings of good self-rated social competence while other ratings indicate social difficulties. Future research is necessary to investigate the implications of this finding further.",40742676,Social Anxiety Disorder
The psychological impact of conflict in the Middle East from 2023 to 2025 on Australian communities: a prospective cohort study.,"Rees Susan J, Whitten Tyson, Tay Alvin Kuowei, Suomi Aino, Moussa Batool et al.",The Lancet regional health. Western Pacific (2025),"There is a lack of empirical research on the mental health risks faced by populations living in high-income multicultural countries during a war in their country of origin. We examined mental health and psychosocial outcomes associated with a period during the 2023-2025 Middle East conflict (primarily involving Israel, Palestine and Lebanon) on Australian resident women including those who arrived from Lebanon, Gaza and other Palestinian Territories.",40740669,Social Anxiety Disorder
Investigation and analysis of mental health status of the older adult in western rural areas.,"Zhao Shuai, Han Liangfu, Liu Yi, Rui Xudong",Frontiers in public health (2025),"The mental health of the older adult in western rural areas is an area of growing concern. Mental health, as defined by the World Health Organization, encompasses emotional, psychological, and social well-being, affecting how individuals think, feel, and act. In this study, we operationalize mental health through four validated dimensions: depression (emotional well-being), anxiety (psychological stability), loneliness (social connectedness), and life satisfaction (overall subjective well-being), which together provide a comprehensive assessment of mental health status. Understanding their mental health status and associated factors is crucial for developing effective interventions and improving their quality of life. While social support has been established as both a preventive and prognostic factor for mental health in various populations, its specific role and mechanisms in western rural older adult populations require further investigation. However, limited research has comprehensively explored this topic, leaving gaps in knowledge regarding the complex interplay of various influencing factors.",40740371,Social Anxiety Disorder
Poor sleep quality among patients with Parkinson's disease: a meta-analysis and systematic review.,"Si Tong Leong, Wang Yue-Ying, Li Jia-Xin, Bai Wei, Sun He-Li et al.",Frontiers in psychiatry (2025),"Poor sleep quality is common among patients with Parkinson's disease (PD), although the reported prevalence rates vary between studies. This meta-analysis examined the overall prevalence of poor sleep quality in patients with PD and identified potential factors contributing to the differences in prevalence across studies.",40740260,Social Anxiety Disorder
Dog-ownership and paediatric neurodevelopmental disorders; 'pawsitive' impact: a systematic review.,"Conaill Tiarnán Ó, Whitty Ailbhe, Hollingsworth Simon K, McGee Anna, Rafiq Nazia et al.",Pediatric research (2025),"Owning a dog has been associated with improved well-being and this study focused on dog ownership in children with neurodevelopmental disorders (NDD), especially in autism spectrum disorder (ASD).",40739385,Social Anxiety Disorder
Prioritizing delirium risk factors in nursing: a cross-sectional study using the analytic hierarchy process.,"Zeki Özge, Güner Perihan, Zeki Mustafa, Ozkaynak Mustafa",BMC nursing (2025),"Delirium is a complex neuropsychiatric syndrome characterized by acute and fluctuating disturbances in attention, cognition, and consciousness. Despite its significant impact on patient outcomes, a gap persists between clinical practice and evidence-based approaches for delirium prevention and management. This study aims to systematically explore nurses' perceptions of delirium risk factors, identify which factors they prioritize, and examine the reasoning behind their prioritization using the Analytic Hierarchy Process (AHP). By addressing these objectives, this study identified potential knowledge gaps in delirium prevention while examining the contributions and challenges of applying the AHP method in prioritizing delirium risk factors.",40739241,Social Anxiety Disorder
Data-Driven Approach to Dynamic Resting State Functional Connectivity in Post-Traumatic Stress Disorder: An ENIGMA-PGC PTSD Study.,"Tomas Carissa W, Fitzgerald Jacklynn M, Baird C Lexi, Haswell Courtney C, Abdallah Chadi G et al.",Human brain mapping (2025),"Using functional magnetic resonance imaging (fMRI), symptoms of posttraumatic stress disorder (PTSD) have been associated with aberrations in brain networks in the absence of a given cognitive demand or task, called resting-state networks. Prior work has focused on disruption in the static functional connectivity (FC) among specific regions constrained by a priori hypotheses. However, dynamic FC, an approach that examines brain network characteristics over time, may provide a more sensitive measure to understand the network properties underlying dysfunction in PTSD. Further, using a data-driven analytic approach may reveal the contribution of other larger network disturbances beyond those revealed by hypothesis-driven examinations of ROIs or canonical networks. Therefore, the current study used group independent components analysis (ICA) and graph theory principles to identify, characterize, and subsequently compare brain network dynamics and recurrent connectivity states in a large sample of trauma exposed individuals (N = 1035) with and without PTSD from the ENIGMA-PGC PTSD workgroup. Neither static FC nor dynamic FC results showed robust differences between groups. There were also no group differences in dwell time or number of transitions of recurrent connectivity states. This multi-cohort sample with heterogenous trauma types and demographic features offers a significantly larger scale approach than prior literature with smaller homogenous trauma cohorts. Heterogeneity of PTSD, especially within diffuse brain networks, may not be captured by evaluating only diagnostic groups, further work should be done to evaluate brain network dynamics with respect to specific symptom profiles and trauma types.",40736265,Social Anxiety Disorder
The mediating role of sleep quality on the relationship between physical activity and social anxiety disorder among Chinese college freshmen.,"Liu Yingying, Nie Zizheng, Dong Haokai, Shou Linpei, Xu Jiaoyang et al.",Frontiers in psychology (2025),"Social anxiety disorder (SAD) profoundly impacts the wellbeing of college students, both physically and psychologically. This study aimed to examine the mediating role of sleep quality on the relationship between physical activity and SAD among Chinese college freshmen.",40735178,Social Anxiety Disorder
Preconception parental personality disorder and psychosocial outcomes during the perinatal period: a prospective population-based study.,"Wilson Claire A, Husin Hanafi Mohamad, Dashti S Ghazaleh, Catalao Raquel, Borschmann Rohan et al.",Social psychiatry and psychiatric epidemiology (2025),Birthing individuals with personality disorder in young adulthood before pregnancy may be at increased risk of potentially modifiable adverse outcomes in the perinatal period that impact parental and child health. We aimed to investigate the perinatal psychosocial outcomes of preconception (prior to pregnancy) personality disorder.,40730700,Social Anxiety Disorder
Development of the Movement Disorders Interpretation Bias Scale and psychometric evaluation in adults with Huntington's disease.,"Gibson Jessie S, Eberle Jeremy W, Werntz Alexandra, Harrison Madaline B, Manning Carol A et al.",Parkinsonism & related disorders (2025),"Anxiety is widespread but undertreated in Huntington's disease (HD). Targeting negative interpretations of ambiguity may reduce anxiety in HD, but no valid measure of negative interpretation biases in HD exists. We developed the Movement Disorders Interpretation Bias Scale (MDIB) to measure negative interpretation biases in movement disorders (e.g., HD, Parkinson's disease [PD]) and evaluated its validity in adults with HD (preregistration: https://osf.io/26a3h).",40729931,Social Anxiety Disorder
"Eyewitness testimony by individuals who stammer: Evidence, experience and perceived credibility.","Maras Katie, Park Sohee, Grafton Patrick, Peat Jasmin, Toshniwal Navyaa et al.","British journal of psychology (London, England : 1953) (2025)","Stammering may impede an individual's eyewitness testimony and reduce jurors' perceptions of their credibility through a complex interplay of bio-psycho-social factors. However, no research to date has explored this. Three co-produced, mixed-methods studies are reported, investigating the evidential quality, lived experiences and perceived credibility of people who stammer (PWS) as witnesses. In pre-registered Study 1, PWS recalled as much correct information as non-stammering witnesses overall. However, during the free - but not cued - recall interview phase, PWS provided fewer correct details. A reflexive thematic analysis of participants' post-testimony reflections captured how PWS experienced a cyclical relationship between communicative pressure, anxiety over listener misperceptions and stammer severity, which they navigated either by employing avoidance strategies at the expense of testimony or by speaking through their stammer. In pre-registered Study 2, mock jurors rated PWS as less confident yet more likeable and trustworthy than non-stammering witnesses. In Study 3, providing jurors with information about stammering further improved their likeability and trustworthiness but had no impact on perceived confidence. Findings provide new insight into communication disorders in legal contexts - and the unique challenges faced by PWS in particular - demonstrating the need for systemic accommodations and targeted training for legal professionals.",40729414,Social Anxiety Disorder
Psychopathology and Gaming Disorder in Adolescents.,"Falcione Kylie, Weber René",JAMA network open (2025),"Although gaming disorder is recognized as a diagnosable behavioral addiction, uncertainty remains regarding its directional association with adolescent psychopathology. Clarifying this association is crucial for refining diagnostic frameworks and developing targeted interventions.",40728787,Social Anxiety Disorder
Taxonomy of anxiety disorders-a comparison of ICD‑10 and ICD‑11.,"Domschke Katharina, Zwanzger Peter",Der Nervenarzt (2025),"With the introduction of the 11th revision of the World Health Organization International Statistical Classification of Diseases and Related Health Problems (ICD-11), structural and content-related adjustments to the diagnostic guidelines for anxiety disorders were made, which are presented in this review article. Previously classified as ""phobic disorders"" and ""other anxiety disorders"" within the group ""neurotic, stress-related, and somatoform disorders"", in ICD-11 ""anxiety- or fear-related disorders"" now constitute a separate group. The core diagnoses of agoraphobia, social anxiety disorder, specific phobia, panic disorder and generalized anxiety disorder are retained, with the modification that agoraphobia and panic disorder can now be diagnosed separately and comorbidly. Within the framework of the lifespan perspective, separation anxiety disorder and selective mutism have been moved to the group ""anxiety- or fear-related disorders"". The diagnosis ""mixed anxiety and depressive disorder"" is now classified as ""mixed depressive and anxiety disorder"" in the group ""affective disorders"". In accordance with the 5th edition of the Diagnostic and Statistical Manual of Mental Disorders (DSM‑5), it is possible to code isolated panic attacks in addition to other mental or somatic disorders. Overall, ICD-11 follows the DSM‑5 classification of anxiety- and fear-related disorders in many respects. Furthermore, the omission of subcategorizations and a precise minimum number of required symptoms simplify the diagnostic criteria. Future studies will need to address questions regarding the diagnostic accuracy, clinical practicability and further operationalization of the ICD-11 diagnostic criteria for anxiety- or fear-related disorders.",40728738,Social Anxiety Disorder
"Associations of insecure adult attachment style, trauma-related social cognition, and emotion regulation difficulties with PTSD symptom severity among first responders who served during Hurricane Harvey.","Leonard Samuel J, Venta Amanda, Derrick Jaye, Anderson-Fletcher Elizabeth, Vujanovic Anka A",Cognitive behaviour therapy (2025),"First responders play a vital role in the response to natural disasters and are at a disproportionate risk for developing post-traumatic stress disorder (PTSD) symptoms following these events. The association between attachment style and PTSD is well-established and has been documented among first responders. Understanding the social cognitive and affective factors implicated in the association between insecure adult attachment style and PTSD symptoms among first responders has the potential to inform specialized treatments for this population. The present investigation examined the serial indirect effect of insecure adult attachment style (i.e. attachment avoidance; attachment anxiety) on PTSD symptom severity through trauma-related social cognition and emotion regulation difficulties (ERD). The sample was comprised of 115 first responders (Mage = 42.25, SD = 10.38, 80.0% male) who served during Hurricane Harvey and were recruited to complete an online survey in 2022. Attachment avoidance was indirectly related to PTSD symptom severity via the sequential effects of trauma-related social cognition and ERD (β=.13, SE = .07, CI = .02-.29). The model including attachment anxiety as a statistical predictor was not significant (β = .10, SE = .07, CI = -.01-.27). These findings suggest that there is value in examining the role of social processes and emotion regulatory factors among first responders to inform evidence-based PTSD intervention efforts.",40728205,Social Anxiety Disorder
