title,authors,journal_info,abstract,pmid,search_query
Endoscopic sleeve gastroplasty video assessment: do technical features influence ESG integrity and weight loss at 6 and 12 months follow-up?,"Vannucci Maria, Sun Dezhi, Lan Bangyu, Niu Kenan, Riba Andrea et al.",Surgical endoscopy (2025),"Endoscopic Sleeve Gastroplasty (ESG) allows for gastric volume reduction and shortening leading to weight loss and resolution of obesity-related comorbidities. While position statements and recommendations are being developed, limited studies have explored how technique influences outcomes. Video-based assessment (VBA) of endoscopic and surgical procedures are increasingly being adopted to achieve a deeper understanding of procedures technical aspects. This study explores how ESG technical features and anatomical landmarks relate to outcomes, and to develop predictive models from them.",40804543,Medical Image Analysis
Comparative analysis of AI support levels in clinical interpretation of traumatic pelvic radiographs.,"Tee Yu-San, Huang Jen-Fu, Huang Yu-Ting, Hsu Chi-Po, Chen Huan-Wu et al.",NPJ digital medicine (2025),"Plain pelvic radiographs (PXR) remain crucial for initial trauma assessment, yet interpretation challenges persist. While artificial intelligence (AI) shows promise, its practical impact across specialties remains unexplored. We conducted a retrospective image-based, multi-reader multi-case (MRMC) study using a standardized, prospectively planned evaluation protocol. A total of 26 physicians (8 radiologists, 10 emergency physicians, 8 trauma surgeons) interpreted 150 PXRs in three sequential sessions: without AI, with AI-alert, and with AI-visual guidance. AI assistance improved overall diagnostic accuracy from 0.870 to 0.940 (p < 0.001) and reduced interpretation time from 22.70 to 9.58 s (p < 0.001). Non-radiologists showed substantial improvements, with emergency physicians demonstrating increases in specificity (26.2%, p = 0.006) and positive predictive value (41.5%, p = 0.006). Trauma surgeons with AI-visual guidance achieved comparable accuracy to unaided radiologists (0.940 vs. 0.920, p = 0.556). Tailored AI assistance effectively bridges the performance gap between radiologists and non-radiologists while reducing reading time. These findings suggest AI integration could enhance clinical workflow efficiency across specialties in trauma care settings.",40804461,Medical Image Analysis
ES-UNet: efficient 3D medical image segmentation with enhanced skip connections in 3D UNet.,"Park Minyoung, Oh Seungtaek, Park Junyoung, Jeong Taikyeong, Yu Sungwook",BMC medical imaging (2025),"Deep learning has significantly advanced medical image analysis, particularly in semantic segmentation, which is essential for clinical decisions. However, existing 3D segmentation models, like the traditional 3D UNet, face challenges in balancing computational efficiency and accuracy when processing volumetric medical data. This study aims to develop an improved architecture for 3D medical image segmentation with enhanced learning strategies to improve accuracy and address challenges related to limited training data.",40804359,Medical Image Analysis
Complete spatiotemporal quantification of cardiac motion in mice through multi-view magnetic resonance imaging and super-resolution reconstruction.,"Mukherjee Tanmay, Keshavarzian Maziyar, Fugate Elizabeth M, Naeini Vahid, Darwish Amr et al.",Scientific reports (2025),"Structural indices of cardiac diseases estimated via cardiac magnetic resonance imaging (CMR) have shown promise as early-stage markers. Despite the growing popularity of CMR-based myocardial strain calculations, measures of complete spatiotemporal strains (i.e., three-dimensional strains over the cardiac cycle) remain elusive, especially in mice. The high metabolic rates and rapid cardiac motion affect high-resolution imaging, thus compromising strain accuracy. We hypothesize that a super-resolution reconstruction (SRR) framework that combines low-resolution scans at multiple orientations will enhance the reliability of complete spatiotemporal strains in mice.",40804353,Medical Image Analysis
A novel brain MRI classification framework integrating tuned single scale retinex and empirical wavelet entropy features.,"Kumar Paravathanani Rajendra, Prakash Krishna, Teja Buraga Ram Sai, Manoj Kota Akhil, Bhuvaneswar Adi et al.",Scientific reports (2025),"Brain tumors are caused by the abnormal growth of cells in the brain, which are often irregular in shape. Growing at such a rate of about 1.4% per day, the abnormal rate of growth accounts for an invisible illness and depressive behavioral changes; hence, brain tumors have become a major cause of increased death rates among adults worldwide. The prognosis of a brain tumor can be improved significantly if the tumor is diagnosed early using different imaging modalities. Out of these various imaging systems, Magnetic Resonance Imaging (MRI) is the most commonly used diagnostic modality because it is non-invasive and provides clear visualization of brain tissues. This study proposes a novel brain MRI image classification framework involving image enhancement, adaptive decomposition, statistical feature extraction, and a supervised classification method. First, the contrast of magnetic resonance is improved through the Tuned Single-Scale Retinex (TSSR) technique. Afterward, these enhanced images are decomposed through Empirical Wavelet Transform (EWT) so that informative subbands can be extracted. From each subband, energy and entropy features (Shannon and Tsallis) are computed and concatenated into a feature vector. This feature set is used to train Support Vector Machine (SVM) and LPBoost classifiers. The model was evaluated on a binary-class brain MRI dataset comprising 280 images sourced from the Harvard Medical School and Kaggle repositories. Experimental results demonstrate that the proposed framework achieves a classification accuracy of 96.43%, with a true positive rate (TPR) of 100% and a true negative rate (TNR) of 77.78%, outperforming several state-of-the-art methods. The primary contributions include the introduction of EWT-based statistical features for brain MRI classification and the use of TSSR for enhanced image quality, offering a robust and generalizable solution for medical image analysis.",40804243,Medical Image Analysis
A publicly available pharyngitis dataset and baseline evaluations for bacterial or nonbacterial classification.,"Shojaei Negar, Rostami Habib, Barzegar Mohammad, Farzaneh Shokooh Saadat, Farrar Zohreh et al.",Scientific data (2025),"Accurate and early differentiation between bacterial and nonbacterial pharyngitis is crucial for optimizing treatment and minimizing unnecessary antibiotic use. The similar clinical presentation of sore throat in bacterial and nonbacterial infections poses significant diagnostic challenges, even for experienced clinicians. To address this, we developed a publicly available dataset consisting of high-resolution throat images captured using smartphone cameras. These images were analyzed through deep neural networks to distinguish between bacterial and nonbacterial infections based on visual features and symptoms. The dataset is the largest publicly available dataset in this field, which includes images from 742 patients experiencing common cold symptoms. For each patient, it also records the presence or absence of 20 symptoms, age, gender, and between 4 to 9 diagnoses by different physicians. Furthermore, three baseline models were established to differentiate bacterial from nonbacterial infections. Our goal is to enhance the field of non-invasive and accurate pharyngitis diagnosis, drive the development of AI-driven diagnostic tools, promote remote healthcare solutions, and inspire future innovations in medical image analysis.",40804134,Medical Image Analysis
In vivo variability of MRI radiomics features in prostate lesions assessed by a test-retest study with repositioning.,"Zhang Kevin Sun, Neelsen Christian Jan Oliver, Wennmann Markus, Hielscher Thomas, Kovacs Balint et al.",Scientific reports (2025),"Despite academic success, radiomics-based machine learning algorithms have not reached clinical practice, partially due to limited repeatability/reproducibility. To address this issue, this work aims to identify a stable subset of radiomics features in prostate MRI for radiomics modelling. A prospective study was conducted in 43 patients who received a clinical MRI examination and a research exam with repetition of T2-weighted and two different diffusion-weighted imaging (DWI) sequences with repositioning in between. Radiomics feature (RF) extraction was performed from MRI segmentations accounting for intra-rater and inter-rater effects, and three different image normalization methods were compared. Stability of RFs was assessed using the concordance correlation coefficient (CCC) for different comparisons: rater effects, inter-scan (before and after repositioning) and inter-sequence (between the two diffusion-weighted sequences) variability. In total, only 64 out of 321 (~ 20%) extracted features demonstrated stability, defined as CCC ≥ 0.75 in all settings (5 high-b value, 7 ADC- and 52 T2-derived features). For DWI, primarily intensity-based features proved stable with no shape feature passing the CCC threshold. T2-weighted images possessed the largest number of stable features with multiple shape (7), intensity-based (7) and texture features (28). Z-score normalization for high-b value images and muscle-normalization for T2-weighted images were identified as suitable.",40804076,Medical Image Analysis
CMVFT: A Multi-Scale Attention Guided Framework for Enhanced Keratoconus Suspect Classification in Multi-View Corneal Topography.,"Lu Yifan, Li Baojiang, Zhang Yunhai, Qi Yayu, Shi Xingbin",American journal of ophthalmology (2025),Retrospective cross-sectional study.,40803643,Medical Image Analysis
Prospective clinical trial of upright image-guided proton therapy for locally recurrent head and neck and brain malignancies.,"Blumenfeld Philip, Pryanichnikov Alexander, Hillman Yair, Wajnryt Ella, Berger Aviad et al.",Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology (2025),"The advent of commercially available vertical CT systems has renewed interest in gantry-less proton therapy (PT), in which patients are treated in an upright position using a fixed beamline and robotic positioning. This study evaluates the feasibility, safety, and preliminary efficacy of novel gantry-less image-guided adaptive PT (IGAPT) for recurrent head and neck (HN) and brain malignancies.",40803484,Medical Image Analysis
DMP-Net: Deep semantic prior compressed spectral reconstruction method towards intraoperative imaging of brain tissue.,"Cao Chipeng, Li Jie, Wang Pan, Qi Chun",Medical image analysis (2025),"In the diagnosis and surgical resection of brain tumors, hyperspectral imaging, as a non-invasive detection technology, can effectively characterize the morphological structure and the physicochemical differences in cellular metabolism of different tissues. However, live tissues typically exhibit certain motion characteristics, and traditional hyperspectral imaging systems struggle to meet the demands for real-time and rapid imaging. The snapshot compressive spectral imaging (CSI) system can quickly acquire spatial spectral information of the lesion area in a single exposure and, combined with reconstruction algorithms, effectively restore the high-dimensional spectral information of brain tissue. High-quality reconstruction results are crucial for ensuring the reliability of spectral analysis of brain tissue. To improve the reconstruction performance of the CSI system, this paper proposes a compressive spectral reconstruction method based on deep semantic prior regularization. The predicted results of the deep convolutional prior model are used as the initial spectral estimate to establish a regularization term for the reconstruction process. This is combined with the Alternating Direction Method of Multipliers (ADMM) to optimize the solution for high-dimensional spectral images of brain tissue. The results show that using the CSI system for intraoperative brain tissue imaging can rapidly acquire spatial spectral information of the lesion area. By optimizing the reconstruction process with the deep convolutional prior model, this method not only better preserves the structural consistency of spectral images from different patients but also fully considers the spectral differences of different types of brain tumors, achieving higher reconstruction quality. This provides strong support for the precise localization and resection of brain tumors. The source code and related data of the proposed method can be downloaded at https://github.com/ccp1025/DMP-Net.",40803195,Medical Image Analysis
MoACNN-XGNet: Interpretable Multi-Omics Convolutional Network for Breast Cancer Subtyping and Prognostic Genes Identification.,"Li Qian, Liu Lei, Zhang Qing, Zhang Xiaobin, Li Na et al.",IEEE journal of biomedical and health informatics (2025),"Breast cancer, a highly heterogeneous disease at both the phenotypic and molecular levels, presents significant challenges for prognosis and treatment. Accurate subtyping of breast cancer is critical due to its complex biological characteristics, which directly influence disease progression and therapeutic outcomes. In this study, we integrate multi-omics data, including copy number variation, RNA sequencing and DNA methylation, to generate two-dimensional representations of each sample using Uniform Manifold Approximation and Projection. This transformation enhances data interpretability and supports subsequent learning tasks. Traditional convolutional neural networks have demonstrated potential in medical image analysis but often struggle with high-dimensional omics data. To address this limitation, we propose MoACNN-XGNet, an attention-based convolutional neural network framework that prioritizes key features within image-transformed multi-omics data. Our method significantly improves the precision of subtype classification and effectively overcomes the challenges posed by the high dimensionality and structural complexity of multi-omics data. Furthermore, we employ the Guided Grad-CAM method to enhance model interpretability, enabling the identification of subtype-specific explainable genes. Subsequent enrichment and survival analyses of these genes reveal critical biological pathways and potential therapeutic targets. This study offers a novel approach to refining breast cancer subtyping and highlights the potential for personalized treatment strategies, ultimately aiming to improve patient survival outcomes.",40802631,Medical Image Analysis
Brain compensation and volume alterations in patients with severe knee osteoarthritis: a cross-sectional neuroimaging study.,"Chaim Fuad F, Imamura Marta, Chaim-Avancini Tiffany M, Leite Claudia C, Squarzoni Paula et al.",Rheumatology international (2025),"Osteoarthritis (OA) is the most prevalent joint disease worldwide and the leading cause of functional disability. Recent studies have shown alterations in gray matter (GM) volume in areas related to pain sensitivity and perception in patients experiencing chronic pain. These brain changes may be reversible once pain relief is obtained. This study aimed to compare brain volume measurements in patients with chronic pain due to knee OA with healthy controls using brain magnetic resonance imaging (MRI) and voxel-based morphometric (VBM) analysis. Additionally, we aimed to correlate these findings with motor functional capacity and stiffness data. We selected 29 adults with severe knee OA and 28 healthy controls, matched for age and gender. All participants underwent MRI, and the images were processed and analyzed using the VBM method with the SPM 8 program. Predefined brain areas, including the insula, prefrontal cortex, dorsolateral cortex, ventrolateral cortex, temporal cortex, parietal cortex, cingulate gyrus, and thalamus, were selected for comparative analysis. We observed a reduction in GM volume in patients with knee OA pain compared to healthy controls in several regions, including the right and left anterior cingulate gyrus, right amygdala, hippocampus, parahippocampal gyrus, left amygdala, hippocampus, parahippocampal gyrus, right precuneus, and right insula. Additionally, we observed an increase in GM volume in the right and left orbitofrontal cortex and right superior temporal cortex. Our results support the hypothesis that knee OA-related pain is associated with region-specific volumetric brain alterations. Importantly, the observed increases in orbitofrontal and temporal GM volume may reflect compensatory neuroplasticity in response to chronic pain burden. These findings align with emerging models of brain compensation. Understanding these patterns may facilitate the development of prognostic and surrogate biomarkers for chronic pain and inform brain-targeted rehabilitation strategies.",40802103,Medical Image Analysis
Digital Interventions for Improving Body Dissatisfaction in Children and Emerging Adults: Systematic Review and Meta-Analysis.,"Liu Li, Yang Jianning, Tan Fengmei, Yang Xia, Luo Huan et al.",Interactive journal of medical research (2025),"Body dissatisfaction is a condition where individuals are dissatisfied with their physical appearance. It has become a global issue, especially among children and emerging adults. A growing number of digital interventions have been developed to address body dissatisfaction in children and emerging adults; however, controversies remain regarding their efficacy, underscoring the need for a comprehensive synthesis of current evidence.",40801791,Medical Image Analysis
Smartphone-Powered Pdot Biosensors for Quantitative Phenylketonuria Screening at the Point of Care.,"Zeng Zirui, Dai Yanchun, Deng Sile, Liu Zihao, Feng Ruixin et al.",Advanced healthcare materials (2025),"Current clinical management of hyperphenylalaninemia and phenylketonuria (PKU) lacks accessible, real-time diagnostic tools. To address this gap, a portable biosensing system integrating semiconducting polymer dot (Pdot) technology with miniaturized optics for rapid phenylalanine quantification is developed. The biosensor leverages phenylalanine dehydrogenase to enzymatically convert phenylalanine into NADH, enabling ratiometric fluorescence detection through electron transfer-mediated quenching of Pdots by NADH. This mechanism achieves exceptional sensitivity in human plasma, with a limit of detection (0.29 µm) surpassing conventional methods, alongside robust photostability. To ensure clinical practicality, the platform incorporates a 3D-printed, light-isolated housing and a compact optical module, enhancing field-deployable durability. A dedicated smartphone application facilitates real-time image capture and chromatic analysis, translating fluorescence signals into quantitative phenylalanine levels via a calibrated B/R ratio algorithm. Validation studies demonstrated linear correlation across the pathophysiological range (0-2400 µm), outperforming existing assays in accuracy and inter-device consistency. By merging biochemical specificity with engineered hardware, this innovation bridges laboratory-grade precision with point-of-care usability, providing a scalable solution for early diagnosis and personalized management of PKU and related metabolic disorders.",40801112,Medical Image Analysis
Functional brain mapping using whole-head very high-density diffuse optical tomography.,"Fogarty Morgan, Rafferty Sean M, Markow Zachary E, O'Sullivan Anthony C, Svoboda Calamity F et al.","Imaging neuroscience (Cambridge, Mass.) (2025)","Naturalistic neuroimaging tasks, such as watching movies, are becoming increasingly popular due to being more engaging than resting-state paradigms and more ecologically valid than isolated block-design tasks. As these tasks push the boundaries of naturalistic paradigms, the need for an equally naturalistic imaging device increases. Optical imaging with functional near-infrared spectroscopy (fNIRS) offers a wearable, non-invasive neuroimaging approach. Advancements in high-density diffuse optical tomography (HD-DOT) use a dense array of optical elements to provide overlapping multi-distance fNIRS light measurements for fidelity comparable with functional magnetic resonance imaging (fMRI). Here, to further improve image quality, we increased the density of the imaging grid to 9.75 mm, first nearest neighbor spacing between sources and detectors, leading to a 4-fold increase in measurement density. This very high-density DOT (VHD-DOT) system uses 255 sources and 252 detectors to improve image quality while expanding the field of view. From simulations, the increased density led to improved image resolution across multiple metrics compared with HD-DOT. In vivo group-averaged functional localizer maps are in strong agreement with those collected in MRI on the same cohort of adult participants, indicating that VHD-DOT can be used as a surrogate for fMRI in task-based studies. For a naturalistic movie-viewing task, feature regressor analysis was employed to map audiovisual features from the clip, which also revealed excellent agreement between VHD-DOT and fMRI. Template-based decoding of task and movie-viewing data demonstrates that VHD-DOT signals are repeatable and discriminable, which is necessary for more advanced naturalistic task analyses. This work builds upon previously reported HD-DOT designs to improve the image quality and resolution for whole-head optical imaging. This system is promising for future studies using complex stimuli and analysis protocols, such as decoding, and future work developing wireless VHD-DOT systems.",40800993,Medical Image Analysis
Localizing hierarchical prediction errors and precisions during an oddball task with volatility: Computational insights and relationship with psychosocial functioning in healthy individuals.,"Charlton Colleen E, Hauke Daniel J, Wobmann Michelle, de Bock Renate, Andreou Christina et al.","Imaging neuroscience (Cambridge, Mass.) (2025)","The auditory mismatch negativity (MMN) has been widely used to investigate deficits in early auditory information processing, particularly in psychosis. Predictive coding theories suggest that impairments in sensory learning may arise from disturbances in hierarchical message passing, likely due to aberrant precision-weighting of prediction errors (PEs). This study employed a modified auditory oddball paradigm with varying phases of stability and volatility to disentangle the impact of hierarchical PEs on auditory MMN generation in 43 healthy controls (HCs). Single-trial EEG data were modeled with a hierarchical Bayesian model of learning to identify neural correlates of low-level PEs about tones and high-level PEs about environmental volatility. Our analysis revealed a reduced expression of the auditory MMN in volatile compared to stable phases of the paradigm. Additionally, lower Global Functioning (GF): Social scores were associated with a reduced difference waveform at 332 ms after stimulus presentation across the entire MMN paradigm. Further analysis revealed that this association was present during the volatile phase but not the stable phase of the paradigm. Source reconstruction suggested that the association between the stable difference waveform and psychosocial functioning originated in the left superior temporal gyrus. Finally, we found significant EEG signatures of both low- and high-level PEs and precision ratios. Our findings highlight the value of computational models in understanding the neural mechanisms involved in early auditory information processing and their connection to psychosocial functioning.",40800881,Medical Image Analysis
The effects of musicality on brain network topology in the context of Alzheimer's disease and memory decline.,"Matziorinis Anna Maria, Leemans Alexander, Skouras Stavros, Flo Birthe Kristin, Bashevkin Tobias et al.","Imaging neuroscience (Cambridge, Mass.) (2024)","Music's role in modulating brain structure, particularly in neurodegenerative contexts such as Alzheimer's Disease (AD), has been increasingly recognized. While previous studies have hinted at the potential neuroplastic benefits of musical engagement and training, the mechanisms through which music impacts structural connectivity in neurodegenerative pathways remain underexplored. We aimed to examine the impact of music perception skills, active musical engagement, and musical training on structural connectivity in areas relating to memory, emotion, and learning in individuals with worsening memory impairment, investigating the potential neuroplastic effects of music. Employing diffusion tensor imaging (DTI) based structural connectivity and graph theoretical analysis, we investigated brain topological features in 78 participants aged 42 to 85 with a range of memory impairments. Participants were assessed for musical training, engagement, and perception skills. The study analyzed regional and local network topological metrics to examine the influence of musical activities on graph metrics, while controlling for stages of objective memory impairment (SOMI) and diagnosis, separately. This study aimed to elucidate the effects of musical perception skills, active musical engagement, and musical training on structural connectivity within memory, emotion, and learning-related brain areas in individuals with varying degrees of memory impairment. We found enhanced structural connectivity of the right hippocampus and the right posterior cingulate cortex was associated with stronger local network metrics, such as clustering coefficient and betweenness centrality, with increased music perception skills like melody and beat perception. Musical training specifically impacted the clustering coefficient of the right hippocampus and the node degree of the right mid cingulate gyrus. Active musical engagement influenced the eigenvector centrality of the right hippocampus. Furthermore, musical training was associated with enhanced global metrics, such as global efficiency and characteristic path length. Our study integrates diffusion magnetic resonance imaging (MRI) and graph theoretical analysis to reveal significant effects of musical activities on structural connectivity in key brain regions. The results highlight the potential of musical activities to serve as a non-invasive modulatory tool for cognitive resilience, especially in memory impairment and neurodegeneration contexts. These insights contribute to the understanding of delaying AD onset and aiding early-stage patients through music-based interventions, emphasizing the importance of musical engagement in maintaining cognitive and brain health.",40800535,Medical Image Analysis
Self-supervised representation learning for nerve fiber distribution patterns in 3D-PLI.,"Oberstrass Alexander, Muenzing Sascha E A, Niu Meiqi, Palomero-Gallagher Nicola, Schiffer Christian et al.","Imaging neuroscience (Cambridge, Mass.) (2024)","A comprehensive understanding of the organizational principles in the human brain requires, among other factors, well-quantifiable descriptors of nerve fiber architecture. Three-dimensional polarized light imaging (3D-PLI) is a microscopic imaging technique that enables insights into the fine-grained organization of myelinated nerve fibers with high resolution. Descriptors characterizing the fiber architecture observed in 3D-PLI would enable downstream analysis tasks such as multimodal correlation studies, clustering, and mapping. However, best practices for observer-independent characterization of fiber architecture in 3D-PLI are not yet available. To this end, we propose the application of a fully data-driven approach to characterize nerve fiber architecture in 3D-PLI images using self-supervised representation learning. We introduce a3D-Context Contrastive Learning(CL-3D) objective that utilizes the spatial neighborhood of texture examples across histological brain sections of a 3D reconstructed volume to sample positive pairs for contrastive learning. We combine this sampling strategy with specifically designed image augmentations to gain robustness to typical variations in 3D-PLI parameter maps. The approach is demonstrated for the 3D reconstructed occipital lobe of a vervet monkey brain. We show that extracted features are highly sensitive to different configurations of nerve fibers, yet robust to variations between consecutive brain sections arising from histological processing. We demonstrate their practical applicability for retrieving clusters of homogeneous fiber architecture, performing classification with minimal annotations and query-based retrieval of characteristic components of fiber architecture such as U-fibers.",40800494,Medical Image Analysis
Isoflurane titration improves detection of hippocampal lactate by 1 H-MRS.,"Frame Ariel K, Khazaee Reza, Courchesne Marc, Wilson Scott K, Bellyou Miranda et al.","Imaging neuroscience (Cambridge, Mass.) (2024)","Lactate has increasingly been recognized as both an important fuel source and a signaling molecule within the brain. Alterations in brain lactate levels are associated with various neurological diseases. Thus, there is great interest in thein vivodetection and measurement of cerebral lactate levels in animals used for investigation of normal brain function and models of disease. Proton magnetic resonance spectroscopy (1H-MRS) is a non-invasive technique used to measure lactate and other metabolites within the brain. However, lactate can be difficult to detect with conventional1H-MRS due to its low abundance and spectral overlap with lipids. In addition, volatile anesthetics used during image acquisition increase lactate production, potentially masking any subtle physiological changes in lactate levels. Here, we made use of a transgenic mouse model in which expression of lactate dehydrogenase A (Ldha), the rate-limiting enzyme of lactate production, was induced within cortical and hippocampal neurons. Unexpectedly,1H-MRS analysis, under typical isoflurane-induced anesthesia of 4% induction followed by 1.6-2% maintenance, revealed no significant elevation of hippocampal lactate levels in neuronalLdhainduction mice compared to control mice. In contrast,1H-MRS analysis, using an isoflurane titration protocol in which mice were sequentially exposed to 1.6%, 2%, and then finally 3% isoflurane, revealed significantly higher hippocampal lactate levels inLdhatransgenic mice compared to controls. In addition, significantly fewer mice were required to detect differences in lactate levels using the isoflurane titration protocol compared to conventional isoflurane-induced anesthesia. Our findings highlight the importance of controlling for the effects of anesthesia when detecting changes in hippocampal lactate levelsin vivoand offer a novel protocol for enhanced cerebral lactate detection.",40800453,Medical Image Analysis
Cortical alterations associated with executive function deficits in youth with a congenital heart defect.,"Abboud Fatme, Easson Kaitlyn, Ehrler Melanie, Ziolkowski Justine, Rohlicek Charles V et al.","Imaging neuroscience (Cambridge, Mass.) (2024)","Adolescents and young adults born with a complex congenital heart defect (CHD) are at risk for executive function (ExF) impairments, which contribute to the psychological and everyday burden of CHD. Cortical dysmaturation has been well described in fetuses and neonates with CHD and early evidence suggests that cortical alterations in thickness, surface area, and gyrification index are non-transient and can be observed in adolescents with CHD. However, cortical alterations have yet to be correlated with ExF deficits in youth with CHD. This study aims to use a data-driven approach to identify the most important cortical features associated with ExF deficits in adolescents and young adults with CHD. To do so, we combined two comparable datasets acquired at the Research Institute of the McGill University Health Centre and the University Children's Hospital Zurich, each including both youth with CHD and healthy controls. For each participant, a high-resolution T1-weighted magnetic resonance image, a self-reported ExF assessment (the Behaviour Rating Inventory of Executive Function - Adult Scale), and their clinical and demographic characteristics were available. Corticometric Iterative Vertex-Based Estimation of Thickness (CIVET) was used to extract cortical thickness, cortical surface area, and local gyrification index measures. Using orthogonal projective non-negative matrix factorization (OPNMF), we identified non-overlapping spatial components that integrate cortical thickness, cortical surface area, and local gyrification index and capture structural covariance across these features. Behavioral partial least squares correlation (bPLS) analysis was then used to compute correlations between the individual variability in the OPNMF covariance patterns and ExF outcomes for each subject. A total of 56 youth with CHD who underwent cardiopulmonary bypass surgery before 3 years of age and 56 age- and sex-matched healthy controls were included in our analyses. Cortical grey matter volume, cortical thickness, and cortical surface area were found to be significantly reduced in CHD patients compared to controls. OPNMF identified 12 stable cortex-wide components summarizing the inter-subject variability in cortical thickness, cortical surface area, and local gyrification index. bPLS revealed two significant latent variables (LV) accounting for a total of 82.8% of the variance in the sample, each describing distinct patterns between the brain and cognitive data. LV1 summarized a pattern of belonging to the CHD group, worse scores on most Behaviour Rating Inventory of Executive Function - Adult Scale (BRIEF-A) scales, younger age at MRI, and female sex. This pattern was associated with increased cortical thickness, local gyrification index, and decreased cortical surface area in several OPNMF components. Finally, we identified a positive relationship between the LV1 brain-behavior pattern and total aortic cross-clamp time in the CHD group, indicating that longer aortic cross-clamp time was associated with worse neuropsychological outcomes. In this study, we uncover novel multivariate relationships between ExF and alterations in cortical thickness, surface area, and local gyrification index in adolescents and young adults with CHD using a data-driven approach. Although our findings highlight the important role played by the cortex in higher-order cognitive processes, future studies are needed to elucidate the individual contribution of individual and clinical attributes into the deficits observed in this population.",40800383,Medical Image Analysis
"ACID: A comprehensive toolbox for image processing and modeling of brain, spinal cord, and ex vivo diffusion MRI data.","David Gergely, Fricke Björn, Oeschger Jan Malte, Ruthotto Lars, Fritz Francisco J et al.","Imaging neuroscience (Cambridge, Mass.) (2024)","Diffusion MRI (dMRI) has become a crucial imaging technique in the field of neuroscience, with a growing number of clinical applications. Although most studies still focus on the brain, there is a growing interest in utilizing dMRI to investigate the healthy or injured spinal cord. The past decade has also seen the development of biophysical models that link MR-based diffusion measures to underlying microscopic tissue characteristics, which necessitates validation through ex vivo dMRI measurements. Building upon 13 years of research and development, we present an open-source, MATLAB-based academic software toolkit dubbed ACID:A Comprehensive Toolbox forImage Processing and Modeling of Brain, Spinal Cord, and Ex VivoDiffusion MRI Data. ACID is an extension to the Statistical Parametric Mapping (SPM) software, designed to process and model dMRI data of the brain, spinal cord, and ex vivo specimens by incorporating state-of-the-art artifact correction tools, diffusion and kurtosis tensor imaging, and biophysical models that enable the estimation of microstructural properties in white matter. Additionally, the software includes an array of linear and nonlinear fitting algorithms for accurate diffusion parameter estimation. By adhering to the Brain Imaging Data Structure (BIDS) data organization principles, ACID facilitates standardized analysis, ensures compatibility with other BIDS-compliant software, and aligns with the growing availability of large databases utilizing the BIDS format. Furthermore, being integrated into the popular SPM framework, ACID benefits from a wide range of segmentation, spatial processing, and statistical analysis tools as well as a large and growing number of SPM extensions. As such, this comprehensive toolbox covers the entire processing chain from raw DICOM data to group-level statistics, all within a single software package.",40800336,Medical Image Analysis
Application of artificial intelligence in echocardiography from 2009 to 2024: a bibliometric analysis.,"Liu Yangli, Zhao Lei, Tu Bin, Wang Jie, He Yaqun et al.",Frontiers in medicine (2025),"Echocardiography is a cornerstone in the clinical diagnosis of cardiovascular diseases, providing critical insights into cardiac structure and function. Over recent years, artificial intelligence (AI) has emerged as a transformative adjunct to traditional echocardiographic techniques, enhancing diagnostic accuracy through innovations such as automatic view labeling, advanced image segmentation, and predictive disease modeling. The objective of this study is to explore the current status and prevailing research trends in this field from 2009 to 2024 through bibliometric analysis and to forecast future developmental trajectories.",40800142,Medical Image Analysis
Automatic segmentation of clear cell renal cell carcinoma based on deep learning and a preliminary exploration of the tumor microenvironment.,"Tang Hong, Zhao Haibin, Yu Shaoqing, Wang Yang, Su Jinzhu et al.",Translational andrology and urology (2025),"Whole-slide imaging (WSI) is increasingly becoming a standard method for diagnosing clear cell renal cell carcinoma (ccRCC). This advanced imaging technique allows for high-resolution examination of tissue sections, improving diagnosis and management of renal cancers. Immunotherapy has emerged as an effective treatment for tumors; however, the differential characteristics of the tumor microenvironment (TME) significantly influence therapeutic outcomes. Understanding the interactions between cancer cells and the TME is essential for optimizing immunotherapeutic strategies. This study aims to investigate the characteristics of the TME in ccRCC using WSI, with the goal of identifying factors that might influence immunotherapy response and improving therapeutic strategies.",40800089,Medical Image Analysis
